id,scheduled,start_time_tbd,status,competitors,resumed,sport_event_type,estimated,tournament_round.type,tournament_round.number,tournament_round.name,tournament_round.group_long_name,season.id,season.name,season.start_date,season.end_date,season.year,season.tournament_id,tournament.id,tournament.name,tournament.parent_id,tournament.sport.id,tournament.sport.name,tournament.category.id,tournament.category.name,tournament.type,tournament.gender,venue.id,venue.name,venue.city_name,venue.country_name,venue.country_code,tournament_round.cup_round_match_number,tournament_round.cup_round_matches,tournament.category.level,venue.capacity,player1,player2,player1_id,player1_name,player1_nationality,player1_country_code,player1_abbreviation,player1_seed,player1_bracket_number,player1_qualifier,player1_players,player2_id,player2_name,player2_nationality,player2_country_code,player2_abbreviation,player2_seed,player2_bracket_number,player2_qualifier,player2_players,player1_virtual,player2_virtual
sr:match:43337539,2023-08-29T10:10:00+00:00,False,closed,"[{'id': 'sr:competitor:1050559', 'name': 'Gutjahr, L / Statzberger, T', 'bracket_number': 11, 'abbreviation': 'G/S', 'qualifier': 'home', 'players': [{'id': 'sr:competitor:66196', 'name': 'Statzberger, Thomas', 'nationality': 'Autriche', 'country_code': 'AUT', 'abbreviation': 'STA'}, {'id': 'sr:competitor:819346', 'name': 'Gutjahr, Leo', 'nationality': 'Autriche', 'country_code': 'AUT', 'abbreviation': 'GUT'}]}, {'id': 'sr:competitor:1050547', 'name': 'Karol, M / Lanik, T', 'seed': 3, 'bracket_number': 12, 'abbreviation': 'K/L', 'qualifier': 'away', 'players': [{'id': 'sr:competitor:628218', 'name': 'Karol, Milos', 'nationality': 'Slovaquie', 'country_code': 'SVK', 'abbreviation': 'KAR'}, {'id': 'sr:competitor:759900', 'name': 'Lanik, Tomas', 'nationality': 'Slovaquie', 'country_code': 'SVK', 'abbreviation': 'LAN'}]}]",,doubles,True,cup,,round_of_16,"Vienna, Doubles Main, M-ITF-AUT-07A",sr:season:109503,"ITF Austria F7, Men Doubles 2023",2023-08-29,2023-09-02,2023,sr:tournament:37365,sr:tournament:37365,"ITF Austria F7, Men Doubles",sr:tournament:37361,sr:sport:5,Tennis,sr:category:785,ITF Hommes,doubles,men,sr:venue:73543,Court 12,Vienne,Autriche,AUT,,,,,"{'id': 'sr:competitor:1050559', 'name': 'Gutjahr, L / Statzberger, T', 'bracket_number': 11, 'abbreviation': 'G/S', 'qualifier': 'home', 'players': [{'id': 'sr:competitor:66196', 'name': 'Statzberger, Thomas', 'nationality': 'Autriche', 'country_code': 'AUT', 'abbreviation': 'STA'}, {'id': 'sr:competitor:819346', 'name': 'Gutjahr, Leo', 'nationality': 'Autriche', 'country_code': 'AUT', 'abbreviation': 'GUT'}]}","{'id': 'sr:competitor:1050547', 'name': 'Karol, M / Lanik, T', 'seed': 3, 'bracket_number': 12, 'abbreviation': 'K/L', 'qualifier': 'away', 'players': [{'id': 'sr:competitor:628218', 'name': 'Karol, Milos', 'nationality': 'Slovaquie', 'country_code': 'SVK', 'abbreviation': 'KAR'}, {'id': 'sr:competitor:759900', 'name': 'Lanik, Tomas', 'nationality': 'Slovaquie', 'country_code': 'SVK', 'abbreviation': 'LAN'}]}",sr:competitor:1050559,"Gutjahr, L / Statzberger, T",,,G/S,,11.0,home,"[{'id': 'sr:competitor:66196', 'name': 'Statzberger, Thomas', 'nationality': 'Autriche', 'country_code': 'AUT', 'abbreviation': 'STA'}, {'id': 'sr:competitor:819346', 'name': 'Gutjahr, Leo', 'nationality': 'Autriche', 'country_code': 'AUT', 'abbreviation': 'GUT'}]",sr:competitor:1050547,"Karol, M / Lanik, T",,,K/L,3.0,12.0,away,"[{'id': 'sr:competitor:628218', 'name': 'Karol, Milos', 'nationality': 'Slovaquie', 'country_code': 'SVK', 'abbreviation': 'KAR'}, {'id': 'sr:competitor:759900', 'name': 'Lanik, Tomas', 'nationality': 'Slovaquie', 'country_code': 'SVK', 'abbreviation': 'LAN'}]",,
sr:match:43347737,2023-08-29T10:10:00+00:00,False,closed,"[{'id': 'sr:competitor:569013', 'name': 'Fernandez, Bianca Jolie', 'nationality': 'Canada', 'country_code': 'CAN', 'abbreviation': 'FER', 'seed': 2, 'bracket_number': 9, 'qualifier': 'home'}, {'id': 'sr:competitor:604250', 'name': 'Giessler, Elena Giovanna', 'nationality': 'Allemagne', 'country_code': 'DEU', 'abbreviation': 'GIE', 'seed': 16, 'bracket_number': 16, 'qualifier': 'away'}]",,singles,True,qualification,1.0,qualification,"Valladolid, Singles Qualifying, W-ITF-ESP-27A",sr:season:109537,"ITF Spain 27A, Women Singles 2023",2023-08-27,2023-09-03,2023,sr:tournament:35609,sr:tournament:35609,"ITF Spain 27A, Women Singles",sr:tournament:35607,sr:sport:5,Tennis,sr:category:213,ITF Femmes,singles,women,sr:venue:71859,Court 2,Valladolid,Espagne,ESP,,,,1.0,"{'id': 'sr:competitor:569013', 'name': 'Fernandez, Bianca Jolie', 'nationality': 'Canada', 'country_code': 'CAN', 'abbreviation': 'FER', 'seed': 2, 'bracket_number': 9, 'qualifier': 'home'}","{'id': 'sr:competitor:604250', 'name': 'Giessler, Elena Giovanna', 'nationality': 'Allemagne', 'country_code': 'DEU', 'abbreviation': 'GIE', 'seed': 16, 'bracket_number': 16, 'qualifier': 'away'}",sr:competitor:569013,"Fernandez, Bianca Jolie",Canada,CAN,FER,2.0,9.0,home,,sr:competitor:604250,"Giessler, Elena Giovanna",Allemagne,DEU,GIE,16.0,16.0,away,,,
sr:match:43326261,2023-08-29T10:15:00+00:00,False,closed,"[{'id': 'sr:competitor:16194', 'name': 'Gojowczyk, Peter', 'nationality': 'Allemagne', 'country_code': 'DEU', 'abbreviation': 'GOJ', 'seed': 5, 'bracket_number': 17, 'qualifier': 'home'}, {'id': 'sr:competitor:103313', 'name': 'Langmo, Christian', 'nationality': 'Etats-Unis', 'country_code': 'USA', 'abbreviation': 'LAN', 'seed': 11, 'bracket_number': 20, 'qualifier': 'away'}]",,singles,True,qualification,2.0,qualification,"Mallorca, Spain, Qualifying",sr:season:105925,"Manacor, Majorque, Espagne, Simple Messieurs 2023",2023-08-28,2023-09-03,2023,sr:tournament:24846,sr:tournament:24846,"Manacor, Majorque, Espagne, Simple Messieurs",sr:tournament:24844,sr:sport:5,Tennis,sr:category:72,Challenger,singles,men,sr:venue:65721,Pista 1,Mallorca,Espagne,ESP,1.0,1.0,,,"{'id': 'sr:competitor:16194', 'name': 'Gojowczyk, Peter', 'nationality': 'Allemagne', 'country_code': 'DEU', 'abbreviation': 'GOJ', 'seed': 5, 'bracket_number': 17, 'qualifier': 'home'}","{'id': 'sr:competitor:103313', 'name': 'Langmo, Christian', 'nationality': 'Etats-Unis', 'country_code': 'USA', 'abbreviation': 'LAN', 'seed': 11, 'bracket_number': 20, 'qualifier': 'away'}",sr:competitor:16194,"Gojowczyk, Peter",Allemagne,DEU,GOJ,5.0,17.0,home,,sr:competitor:103313,"Langmo, Christian",Etats-Unis,USA,LAN,11.0,20.0,away,,,
sr:match:43335267,2023-08-29T10:20:00+00:00,False,closed,"[{'id': 'sr:competitor:286451', 'name': 'Sevcikova, Linda', 'nationality': 'République Tchèque', 'country_code': 'CZE', 'abbreviation': 'SEV', 'bracket_number': 29, 'qualifier': 'home'}, {'id': 'sr:competitor:935965', 'name': 'Dinca, Andreea Stefania', 'nationality': 'Roumanie', 'country_code': 'ROU', 'abbreviation': 'DIN', 'bracket_number': 30, 'qualifier': 'away'}]",,singles,True,cup,,round_of_32,"Brasov, Singles Main, W-ITF-ROU-03A",sr:season:109569,"ITF Romania 03A, Women Singles 2023",2023-08-27,2023-09-03,2023,sr:tournament:23149,sr:tournament:23149,"ITF Romania 03A, Women Singles",sr:tournament:23147,sr:sport:5,Tennis,sr:category:213,ITF Femmes,singles,women,sr:venue:14822,Court 3,Brasov,Roumanie,ROU,,,,,"{'id': 'sr:competitor:286451', 'name': 'Sevcikova, Linda', 'nationality': 'République Tchèque', 'country_code': 'CZE', 'abbreviation': 'SEV', 'bracket_number': 29, 'qualifier': 'home'}","{'id': 'sr:competitor:935965', 'name': 'Dinca, Andreea Stefania', 'nationality': 'Roumanie', 'country_code': 'ROU', 'abbreviation': 'DIN', 'bracket_number': 30, 'qualifier': 'away'}",sr:competitor:286451,"Sevcikova, Linda",République Tchèque,CZE,SEV,,29.0,home,,sr:competitor:935965,"Dinca, Andreea Stefania",Roumanie,ROU,DIN,,30.0,away,,,
sr:match:43336079,2023-08-29T10:20:00+00:00,False,closed,"[{'id': 'sr:competitor:345050', 'name': 'Novo, Ignacio', 'nationality': 'Argentine', 'country_code': 'ARG', 'abbreviation': 'NOV', 'seed': 4, 'bracket_number': 25, 'qualifier': 'home'}, {'id': 'sr:competitor:900123', 'name': 'Knezevic, Simon', 'nationality': 'Monténégro', 'country_code': 'MNE', 'abbreviation': 'KNE', 'bracket_number': 31, 'qualifier': 'away'}]",,singles,True,qualification,1.0,qualification,"Bucharest, Singles Qualifying, M-ITF-ROU-10A",sr:season:109491,"ITF Romania F10, Men Singles 2023",2023-08-27,2023-09-03,2023,sr:tournament:17210,sr:tournament:17210,"ITF Romania F10, Men Singles",sr:tournament:17208,sr:sport:5,Tennis,sr:category:785,ITF Hommes,singles,men,sr:venue:1343,COURT 2,Bucarest,Roumanie,ROU,,,,,"{'id': 'sr:competitor:345050', 'name': 'Novo, Ignacio', 'nationality': 'Argentine', 'country_code': 'ARG', 'abbreviation': 'NOV', 'seed': 4, 'bracket_number': 25, 'qualifier': 'home'}","{'id': 'sr:competitor:900123', 'name': 'Knezevic, Simon', 'nationality': 'Monténégro', 'country_code': 'MNE', 'abbreviation': 'KNE', 'bracket_number': 31, 'qualifier': 'away'}",sr:competitor:345050,"Novo, Ignacio",Argentine,ARG,NOV,4.0,25.0,home,,sr:competitor:900123,"Knezevic, Simon",Monténégro,MNE,KNE,,31.0,away,,,
sr:match:43336499,2023-08-29T10:20:00+00:00,False,closed,"[{'id': 'sr:competitor:272281', 'name': 'Compagnucci, Tommaso', 'nationality': 'Italie', 'country_code': 'ITA', 'abbreviation': 'COM', 'seed': 4, 'bracket_number': 9, 'qualifier': 'home'}, {'id': 'sr:competitor:620998', 'name': 'Pecci, Alessandro', 'nationality': 'Italie', 'country_code': 'ITA', 'abbreviation': 'PEC', 'bracket_number': 10, 'qualifier': 'away'}]",,singles,True,cup,,round_of_32,"Forli, Singles Main, M-ITF-ITA-24B",sr:season:109481,"ITF Italy F24B, Men Singles 2023",2023-08-27,2023-09-02,2023,sr:tournament:40767,sr:tournament:40767,"ITF Italy F24B, Men Singles",sr:tournament:40765,sr:sport:5,Tennis,sr:category:785,ITF Hommes,singles,men,sr:venue:73521,CENTER,Forli,Italie,ITA,,,,,"{'id': 'sr:competitor:272281', 'name': 'Compagnucci, Tommaso', 'nationality': 'Italie', 'country_code': 'ITA', 'abbreviation': 'COM', 'seed': 4, 'bracket_number': 9, 'qualifier': 'home'}","{'id': 'sr:competitor:620998', 'name': 'Pecci, Alessandro', 'nationality': 'Italie', 'country_code': 'ITA', 'abbreviation': 'PEC', 'bracket_number': 10, 'qualifier': 'away'}",sr:competitor:272281,"Compagnucci, Tommaso",Italie,ITA,COM,4.0,9.0,home,,sr:competitor:620998,"Pecci, Alessandro",Italie,ITA,PEC,,10.0,away,,,
sr:match:43336069,2023-08-29T10:25:00+00:00,False,closed,"[{'id': 'sr:competitor:1050815', 'name': 'Kalender, A / Nesterov, P', 'bracket_number': 3, 'abbreviation': 'K/N', 'qualifier': 'home', 'players': [{'id': 'sr:competitor:322801', 'name': 'Kalender, Admir', 'nationality': 'Croatie', 'country_code': 'HRV', 'abbreviation': 'KAL'}, {'id': 'sr:competitor:645452', 'name': 'Nesterov, Petr', 'nationality': 'Bulgarie', 'country_code': 'BGR', 'abbreviation': 'NES'}]}, {'id': 'sr:competitor:1050827', 'name': 'Dumitru, A / Palosi, S', 'bracket_number': 4, 'abbreviation': 'D/P', 'qualifier': 'away', 'players': [{'id': 'sr:competitor:283423', 'name': 'Palosi, Stefan', 'nationality': 'Roumanie', 'country_code': 'ROU', 'abbreviation': 'PAL'}, {'id': 'sr:competitor:797282', 'name': 'Dumitru, Alexandru Cristian', 'nationality': 'Roumanie', 'country_code': 'ROU', 'abbreviation': 'DUM'}]}]",,doubles,True,cup,,round_of_16,"Bucharest, Doubles Main, M-ITF-ROU-10A",sr:season:109489,"ITF Romania F10, Men Doubles 2023",2023-08-29,2023-09-02,2023,sr:tournament:17212,sr:tournament:17212,"ITF Romania F10, Men Doubles",sr:tournament:17208,sr:sport:5,Tennis,sr:category:785,ITF Hommes,doubles,men,sr:venue:13852,Court 4,Bucarest,Roumanie,ROU,,,,,"{'id': 'sr:competitor:1050815', 'name': 'Kalender, A / Nesterov, P', 'bracket_number': 3, 'abbreviation': 'K/N', 'qualifier': 'home', 'players': [{'id': 'sr:competitor:322801', 'name': 'Kalender, Admir', 'nationality': 'Croatie', 'country_code': 'HRV', 'abbreviation': 'KAL'}, {'id': 'sr:competitor:645452', 'name': 'Nesterov, Petr', 'nationality': 'Bulgarie', 'country_code': 'BGR', 'abbreviation': 'NES'}]}","{'id': 'sr:competitor:1050827', 'name': 'Dumitru, A / Palosi, S', 'bracket_number': 4, 'abbreviation': 'D/P', 'qualifier': 'away', 'players': [{'id': 'sr:competitor:283423', 'name': 'Palosi, Stefan', 'nationality': 'Roumanie', 'country_code': 'ROU', 'abbreviation': 'PAL'}, {'id': 'sr:competitor:797282', 'name': 'Dumitru, Alexandru Cristian', 'nationality': 'Roumanie', 'country_code': 'ROU', 'abbreviation': 'DUM'}]}",sr:competitor:1050815,"Kalender, A / Nesterov, P",,,K/N,,3.0,home,"[{'id': 'sr:competitor:322801', 'name': 'Kalender, Admir', 'nationality': 'Croatie', 'country_code': 'HRV', 'abbreviation': 'KAL'}, {'id': 'sr:competitor:645452', 'name': 'Nesterov, Petr', 'nationality': 'Bulgarie', 'country_code': 'BGR', 'abbreviation': 'NES'}]",sr:competitor:1050827,"Dumitru, A / Palosi, S",,,D/P,,4.0,away,"[{'id': 'sr:competitor:283423', 'name': 'Palosi, Stefan', 'nationality': 'Roumanie', 'country_code': 'ROU', 'abbreviation': 'PAL'}, {'id': 'sr:competitor:797282', 'name': 'Dumitru, Alexandru Cristian', 'nationality': 'Roumanie', 'country_code': 'ROU', 'abbreviation': 'DUM'}]",,
sr:match:43336493,2023-08-29T10:25:00+00:00,False,closed,"[{'id': 'sr:competitor:965315', 'name': 'Wright, Anthony', 'nationality': 'Royaume-Uni', 'country_code': 'GBR', 'abbreviation': 'WRI', 'seed': 8, 'bracket_number': 57, 'qualifier': 'home'}, {'id': 'sr:competitor:1049843', 'name': 'Sperl, Michael', 'nationality': 'Allemagne', 'country_code': 'DEU', 'abbreviation': 'SPE', 'bracket_number': 63, 'qualifier': 'away'}]",,singles,True,qualification,1.0,qualification,"Jablonec nad Nisou, Singles Qualify, M-ITF-CZE-04A",sr:season:109429,"ITF Czech Republic F4, Men Singles 2023",2023-08-27,2023-09-03,2023,sr:tournament:19052,sr:tournament:19052,"ITF Czech Republic F4, Men Singles",sr:tournament:19050,sr:sport:5,Tennis,sr:category:785,ITF Hommes,singles,men,sr:venue:25006,Court 3,Jablonec,République Tchèque,CZE,,,,,"{'id': 'sr:competitor:965315', 'name': 'Wright, Anthony', 'nationality': 'Royaume-Uni', 'country_code': 'GBR', 'abbreviation': 'WRI', 'seed': 8, 'bracket_number': 57, 'qualifier': 'home'}","{'id': 'sr:competitor:1049843', 'name': 'Sperl, Michael', 'nationality': 'Allemagne', 'country_code': 'DEU', 'abbreviation': 'SPE', 'bracket_number': 63, 'qualifier': 'away'}",sr:competitor:965315,"Wright, Anthony",Royaume-Uni,GBR,WRI,8.0,57.0,home,,sr:competitor:1049843,"Sperl, Michael",Allemagne,DEU,SPE,,63.0,away,,,
sr:match:43336669,2023-08-29T10:25:00+00:00,False,closed,"[{'id': 'sr:competitor:782018', 'name': 'Benesova, Nicol', 'nationality': 'République Tchèque', 'country_code': 'CZE', 'abbreviation': 'BEN', 'seed': 2, 'bracket_number': 9, 'qualifier': 'home'}, {'id': 'sr:competitor:844736', 'name': 'Vasileva, Alisa', 'nationality': 'Neutral', 'abbreviation': 'VAS', 'seed': 10, 'bracket_number': 16, 'qualifier': 'away'}]",,singles,True,qualification,1.0,qualification,"Kursumlijska Banja, Singles Qualify, W-ITF-SRB-13A",sr:season:109565,"ITF Serbia 13A, Women Singles 2023",2023-08-27,2023-09-03,2023,sr:tournament:40787,sr:tournament:40787,"ITF Serbia 13A, Women Singles",sr:tournament:40785,sr:sport:5,Tennis,sr:category:213,ITF Femmes,singles,women,sr:venue:73535,Court 7,Kursumlijska Banja,Serbie,SRB,,,,,"{'id': 'sr:competitor:782018', 'name': 'Benesova, Nicol', 'nationality': 'République Tchèque', 'country_code': 'CZE', 'abbreviation': 'BEN', 'seed': 2, 'bracket_number': 9, 'qualifier': 'home'}","{'id': 'sr:competitor:844736', 'name': 'Vasileva, Alisa', 'nationality': 'Neutral', 'abbreviation': 'VAS', 'seed': 10, 'bracket_number': 16, 'qualifier': 'away'}",sr:competitor:782018,"Benesova, Nicol",République Tchèque,CZE,BEN,2.0,9.0,home,,sr:competitor:844736,"Vasileva, Alisa",Neutral,,VAS,10.0,16.0,away,,,
sr:match:43337859,2023-08-29T10:25:00+00:00,False,closed,"[{'id': 'sr:competitor:121178', 'name': 'Gautier, Alexis', 'nationality': 'France', 'country_code': 'FRA', 'abbreviation': 'GAU', 'seed': 3, 'bracket_number': 9, 'qualifier': 'home'}, {'id': 'sr:competitor:389044', 'name': 'Hamza Reguig, Samir', 'nationality': 'Algérie', 'country_code': 'DZA', 'abbreviation': 'HAM', 'bracket_number': 10, 'qualifier': 'away'}]",,singles,True,cup,,round_of_32,"Monastir, Singles Main, M-ITF-TUN-39A",sr:season:109499,"ITF Tunisia F39, Men Singles 2023",2023-08-27,2023-09-03,2023,sr:tournament:22673,sr:tournament:22673,"ITF Tunisia F39, Men Singles",sr:tournament:22671,sr:sport:5,Tennis,sr:category:785,ITF Hommes,singles,men,sr:venue:34976,Court 1,Monastir,Tunisie,TUN,,,,,"{'id': 'sr:competitor:121178', 'name': 'Gautier, Alexis', 'nationality': 'France', 'country_code': 'FRA', 'abbreviation': 'GAU', 'seed': 3, 'bracket_number': 9, 'qualifier': 'home'}","{'id': 'sr:competitor:389044', 'name': 'Hamza Reguig, Samir', 'nationality': 'Algérie', 'country_code': 'DZA', 'abbreviation': 'HAM', 'bracket_number': 10, 'qualifier': 'away'}",sr:competitor:121178,"Gautier, Alexis",France,FRA,GAU,3.0,9.0,home,,sr:competitor:389044,"Hamza Reguig, Samir",Algérie,DZA,HAM,,10.0,away,,,
sr:match:43337875,2023-08-29T10:25:00+00:00,False,closed,"[{'id': 'sr:competitor:679279', 'name': 'Trochu, Pablo', 'nationality': 'France', 'country_code': 'FRA', 'abbreviation': 'TRO', 'bracket_number': 23, 'qualifier': 'home'}, {'id': 'sr:competitor:764004', 'name': 'Snitari, Ilya', 'nationality': 'Moldavie', 'country_code': 'MDA', 'abbreviation': 'SNI', 'bracket_number': 24, 'qualifier': 'away'}]",,singles,True,cup,,round_of_32,"Monastir, Singles Main, M-ITF-TUN-39A",sr:season:109499,"ITF Tunisia F39, Men Singles 2023",2023-08-27,2023-09-03,2023,sr:tournament:22673,sr:tournament:22673,"ITF Tunisia F39, Men Singles",sr:tournament:22671,sr:sport:5,Tennis,sr:category:785,ITF Hommes,singles,men,sr:venue:33924,Court 4,Monastir,Tunisie,TUN,,,,,"{'id': 'sr:competitor:679279', 'name': 'Trochu, Pablo', 'nationality': 'France', 'country_code': 'FRA', 'abbreviation': 'TRO', 'bracket_number': 23, 'qualifier': 'home'}","{'id': 'sr:competitor:764004', 'name': 'Snitari, Ilya', 'nationality': 'Moldavie', 'country_code': 'MDA', 'abbreviation': 'SNI', 'bracket_number': 24, 'qualifier': 'away'}",sr:competitor:679279,"Trochu, Pablo",France,FRA,TRO,,23.0,home,,sr:competitor:764004,"Snitari, Ilya",Moldavie,MDA,SNI,,24.0,away,,,
sr:match:43337897,2023-08-29T10:25:00+00:00,False,closed,"[{'id': 'sr:competitor:234158', 'name': 'Lanca, Sara', 'nationality': 'Portugal', 'country_code': 'PRT', 'abbreviation': 'LAN', 'bracket_number': 3, 'qualifier': 'home'}, {'id': 'sr:competitor:580223', 'name': 'Atturu, Shria', 'nationality': 'Etats-Unis', 'country_code': 'USA', 'abbreviation': 'ATT', 'bracket_number': 4, 'qualifier': 'away'}]",,singles,True,cup,,round_of_32,"Monastir, Singles Main, W-ITF-TUN-37A",sr:season:109557,"ITF Tunisia 37A, Women Singles 2023",2023-08-27,2023-09-03,2023,sr:tournament:21836,sr:tournament:21836,"ITF Tunisia 37A, Women Singles",sr:tournament:21834,sr:sport:5,Tennis,sr:category:213,ITF Femmes,singles,women,sr:venue:34986,Court 6,Monastir,Tunisie,TUN,,,,,"{'id': 'sr:competitor:234158', 'name': 'Lanca, Sara', 'nationality': 'Portugal', 'country_code': 'PRT', 'abbreviation': 'LAN', 'bracket_number': 3, 'qualifier': 'home'}","{'id': 'sr:competitor:580223', 'name': 'Atturu, Shria', 'nationality': 'Etats-Unis', 'country_code': 'USA', 'abbreviation': 'ATT', 'bracket_number': 4, 'qualifier': 'away'}",sr:competitor:234158,"Lanca, Sara",Portugal,PRT,LAN,,3.0,home,,sr:competitor:580223,"Atturu, Shria",Etats-Unis,USA,ATT,,4.0,away,,,
sr:match:43336461,2023-08-29T10:30:00+00:00,False,closed,"[{'id': 'sr:competitor:652196', 'name': 'Mares, Vojtech', 'nationality': 'République Tchèque', 'country_code': 'CZE', 'abbreviation': 'MAR', 'seed': 3, 'bracket_number': 17, 'qualifier': 'home'}, {'id': 'sr:competitor:431747', 'name': 'Lieberman, Henry', 'nationality': 'Etats-Unis', 'country_code': 'USA', 'abbreviation': 'LIE', 'bracket_number': 22, 'qualifier': 'away'}]",,singles,True,qualification,1.0,qualification,"Jablonec nad Nisou, Singles Qualify, M-ITF-CZE-04A",sr:season:109429,"ITF Czech Republic F4, Men Singles 2023",2023-08-27,2023-09-03,2023,sr:tournament:19052,sr:tournament:19052,"ITF Czech Republic F4, Men Singles",sr:tournament:19050,sr:sport:5,Tennis,sr:category:785,ITF Hommes,singles,men,sr:venue:25010,Court 2,Jablonec,République Tchèque,CZE,,,,,"{'id': 'sr:competitor:652196', 'name': 'Mares, Vojtech', 'nationality': 'République Tchèque', 'country_code': 'CZE', 'abbreviation': 'MAR', 'seed': 3, 'bracket_number': 17, 'qualifier': 'home'}","{'id': 'sr:competitor:431747', 'name': 'Lieberman, Henry', 'nationality': 'Etats-Unis', 'country_code': 'USA', 'abbreviation': 'LIE', 'bracket_number': 22, 'qualifier': 'away'}",sr:competitor:652196,"Mares, Vojtech",République Tchèque,CZE,MAR,3.0,17.0,home,,sr:competitor:431747,"Lieberman, Henry",Etats-Unis,USA,LIE,,22.0,away,,,
sr:match:43336479,2023-08-29T10:30:00+00:00,False,closed,"[{'id': 'sr:competitor:93809', 'name': 'El Sallaly, Akram', 'nationality': 'Egypte', 'country_code': 'EGY', 'abbreviation': 'EL', 'seed': 1, 'bracket_number': 1, 'qualifier': 'home'}, {'id': 'sr:competitor:443686', 'name': 'Horak, Vitek', 'nationality': 'République Tchèque', 'country_code': 'CZE', 'abbreviation': 'HOR', 'bracket_number': 7, 'qualifier': 'away'}]",,singles,True,qualification,1.0,qualification,"Jablonec nad Nisou, Singles Qualify, M-ITF-CZE-04A",sr:season:109429,"ITF Czech Republic F4, Men Singles 2023",2023-08-27,2023-09-03,2023,sr:tournament:19052,sr:tournament:19052,"ITF Czech Republic F4, Men Singles",sr:tournament:19050,sr:sport:5,Tennis,sr:category:785,ITF Hommes,singles,men,sr:venue:29572,Center Court,Jablonec,République Tchèque,CZE,,,,,"{'id': 'sr:competitor:93809', 'name': 'El Sallaly, Akram', 'nationality': 'Egypte', 'country_code': 'EGY', 'abbreviation': 'EL', 'seed': 1, 'bracket_number': 1, 'qualifier': 'home'}","{'id': 'sr:competitor:443686', 'name': 'Horak, Vitek', 'nationality': 'République Tchèque', 'country_code': 'CZE', 'abbreviation': 'HOR', 'bracket_number': 7, 'qualifier': 'away'}",sr:competitor:93809,"El Sallaly, Akram",Egypte,EGY,EL,1.0,1.0,home,,sr:competitor:443686,"Horak, Vitek",République Tchèque,CZE,HOR,,7.0,away,,,
sr:match:43336483,2023-08-29T10:30:00+00:00,False,closed,"[{'id': 'sr:competitor:215478', 'name': 'Blecha, Adam', 'nationality': 'République Tchèque', 'country_code': 'CZE', 'abbreviation': 'BLE', 'seed': 7, 'bracket_number': 49, 'qualifier': 'home'}, {'id': 'sr:competitor:268399', 'name': 'Vojtischek, Denny', 'nationality': 'Allemagne', 'country_code': 'DEU', 'abbreviation': 'VOJ', 'bracket_number': 53, 'qualifier': 'away'}]",,singles,True,qualification,1.0,qualification,"Jablonec nad Nisou, Singles Qualify, M-ITF-CZE-04A",sr:season:109429,"ITF Czech Republic F4, Men Singles 2023",2023-08-27,2023-09-03,2023,sr:tournament:19052,sr:tournament:19052,"ITF Czech Republic F4, Men Singles",sr:tournament:19050,sr:sport:5,Tennis,sr:category:785,ITF Hommes,singles,men,sr:venue:29584,Court 4,Jablonec,République Tchèque,CZE,,,,,"{'id': 'sr:competitor:215478', 'name': 'Blecha, Adam', 'nationality': 'République Tchèque', 'country_code': 'CZE', 'abbreviation': 'BLE', 'seed': 7, 'bracket_number': 49, 'qualifier': 'home'}","{'id': 'sr:competitor:268399', 'name': 'Vojtischek, Denny', 'nationality': 'Allemagne', 'country_code': 'DEU', 'abbreviation': 'VOJ', 'bracket_number': 53, 'qualifier': 'away'}",sr:competitor:215478,"Blecha, Adam",République Tchèque,CZE,BLE,7.0,49.0,home,,sr:competitor:268399,"Vojtischek, Denny",Allemagne,DEU,VOJ,,53.0,away,,,
sr:match:43336491,2023-08-29T10:30:00+00:00,False,closed,"[{'id': 'sr:competitor:311078', 'name': 'Lusovsky, Michal', 'nationality': 'République Tchèque', 'country_code': 'CZE', 'abbreviation': 'LUS', 'seed': 5, 'bracket_number': 33, 'qualifier': 'home'}, {'id': 'sr:competitor:952817', 'name': 'Nitschke, Tristan', 'nationality': 'Allemagne', 'country_code': 'DEU', 'abbreviation': 'NIT', 'seed': 9, 'bracket_number': 40, 'qualifier': 'away'}]",,singles,True,qualification,1.0,qualification,"Jablonec nad Nisou, Singles Qualify, M-ITF-CZE-04A",sr:season:109429,"ITF Czech Republic F4, Men Singles 2023",2023-08-27,2023-09-03,2023,sr:tournament:19052,sr:tournament:19052,"ITF Czech Republic F4, Men Singles",sr:tournament:19050,sr:sport:5,Tennis,sr:category:785,ITF Hommes,singles,men,sr:venue:25008,Court 1,Jablonec,République Tchèque,CZE,,,,,"{'id': 'sr:competitor:311078', 'name': 'Lusovsky, Michal', 'nationality': 'République Tchèque', 'country_code': 'CZE', 'abbreviation': 'LUS', 'seed': 5, 'bracket_number': 33, 'qualifier': 'home'}","{'id': 'sr:competitor:952817', 'name': 'Nitschke, Tristan', 'nationality': 'Allemagne', 'country_code': 'DEU', 'abbreviation': 'NIT', 'seed': 9, 'bracket_number': 40, 'qualifier': 'away'}",sr:competitor:311078,"Lusovsky, Michal",République Tchèque,CZE,LUS,5.0,33.0,home,,sr:competitor:952817,"Nitschke, Tristan",Allemagne,DEU,NIT,9.0,40.0,away,,,
